	Autocorrelation	Lag	Model	Name
5	0.807189405258417	5	Model 2	2_24
6	0.8079974841373314	6	Model 2	2_24
7	0.7990719810807396	7	Model 2	2_24
8	0.7900929054065097	8	Model 2	2_24
9	0.779611203252091	9	Model 2	2_24
0	1.0	0	Model 2	2_28
1	0.9673167112034629	1	Model 2	2_28
2	0.9411118595713724	2	Model 2	2_28
3	0.9248102905403736	3	Model 2	2_28
4	0.9059713141414676	4	Model 2	2_28
5	0.8997214920110898	5	Model 2	2_28
6	0.8952325801559533	6	Model 2	2_28
7	0.8882445274566103	7	Model 2	2_28
8	0.8873017487642121	8	Model 2	2_28
9	0.886017057966795	9	Model 2	2_28
0	0.9999999999999998	0	Model 2	2_30
1	0.989087004731042	1	Model 2	2_30
2	0.9727657528957144	2	Model 2	2_30
3	0.9579097703544729	3	Model 2	2_30
4	0.9437487354314186	4	Model 2	2_30
5	0.929241465059016	5	Model 2	2_30
6	0.9141529741916755	6	Model 2	2_30
7	0.8986199759461071	7	Model 2	2_30
8	0.8819362953909188	8	Model 2	2_30
9	0.8674961924845758	9	Model 2	2_30
0	0.9999999999999998	0	Model 2	2_31
1	0.8393471284437082	1	Model 2	2_31
2	0.7980565973366314	2	Model 2	2_31
3	0.8159702738494207	3	Model 2	2_31
4	0.8337492925821716	4	Model 2	2_31
5	0.8047567614764924	5	Model 2	2_31
6	0.790023542866455	6	Model 2	2_31
7	0.7885546633029655	7	Model 2	2_31
8	0.7870683293931953	8	Model 2	2_31
9	0.7878615297539268	9	Model 2	2_31
0	1.0	0	Model 2	2_33
1	0.9158065766121628	1	Model 2	2_33
2	0.8643292435833807	2	Model 2	2_33
3	0.8465262062957977	3	Model 2	2_33
4	0.8323933836546592	4	Model 2	2_33
5	0.8142570281997674	5	Model 2	2_33
6	0.8150497930871292	6	Model 2	2_33
7	0.8181108551272547	7	Model 2	2_33
8	0.8213251376135667	8	Model 2	2_33
9	0.8015622062987414	9	Model 2	2_33
0	1.0	0	Model 2	2_38
1	0.911379379965233	1	Model 2	2_38
2	0.8254974002709635	2	Model 2	2_38
3	0.7936339964048051	3	Model 2	2_38
4	0.7723495249784205	4	Model 2	2_38
5	0.7280092506895778	5	Model 2	2_38
6	0.6869381377161524	6	Model 2	2_38
7	0.6792840891419946	7	Model 2	2_38
8	0.6615247095930821	8	Model 2	2_38
9	0.6519334412373985	9	Model 2	2_38
0	0.9999999999999997	0	Model 2	2_51
1	0.9112640262157264	1	Model 2	2_51
2	0.8988798407996151	2	Model 2	2_51
3	0.8925749760154149	3	Model 2	2_51
4	0.8752815244387456	4	Model 2	2_51
5	0.879984327867599	5	Model 2	2_51
6	0.8843933084673461	6	Model 2	2_51
7	0.8672376960524585	7	Model 2	2_51
8	0.8599592262105411	8	Model 2	2_51
9	0.852788629224898	9	Model 2	2_51
0	0.9999999999999994	0	Model 2	2_55
1	0.9387692371534344	1	Model 2	2_55
2	0.9158354448310249	2	Model 2	2_55
3	0.9052944416997215	3	Model 2	2_55
4	0.8962021674659026	4	Model 2	2_55
5	0.8910635567896127	5	Model 2	2_55
6	0.8810755875309594	6	Model 2	2_55
7	0.8765861276248658	7	Model 2	2_55
8	0.8870446283336323	8	Model 2	2_55
9	0.8729576376161113	9	Model 2	2_55
0	1.0	0	Model 2	2_56
1	0.9491462557546717	1	Model 2	2_56
2	0.9224377482622033	2	Model 2	2_56
3	0.9060283260486066	3	Model 2	2_56
4	0.90550491347829	4	Model 2	2_56
5	0.8991972246255857	5	Model 2	2_56
6	0.8907075443868473	6	Model 2	2_56
7	0.8804006167636506	7	Model 2	2_56
8	0.8832943616968782	8	Model 2	2_56
9	0.8822723830380124	9	Model 2	2_56
0	1.0	0	Model 2	2_58
1	0.6925912516541736	1	Model 2	2_58
2	0.6786046732152233	2	Model 2	2_58
3	0.609767854367793	3	Model 2	2_58
4	0.6244023017272236	4	Model 2	2_58
5	0.6051669041415847	5	Model 2	2_58
6	0.6056831349782106	6	Model 2	2_58
7	0.5681227969508656	7	Model 2	2_58
8	0.5650672544174214	8	Model 2	2_58
9	0.6069727702847635	9	Model 2	2_58
0	0.9999999999999999	0	Model 2	2_63
1	0.8573369540188687	1	Model 2	2_63
2	0.7486453839423666	2	Model 2	2_63
3	0.6289156231508015	3	Model 2	2_63
4	0.541474542454792	4	Model 2	2_63
5	0.43675069693179847	5	Model 2	2_63
6	0.3533666035787245	6	Model 2	2_63
7	0.2711532034191538	7	Model 2	2_63
8	0.1997912099589401	8	Model 2	2_63
9	0.16324490268684108	9	Model 2	2_63
0	0.9999999999999998	0	Model 2	2_68
1	0.9143462534212979	1	Model 2	2_68
2	0.8956415779063396	2	Model 2	2_68
3	0.8846977666134923	3	Model 2	2_68
4	0.8740436093907302	4	Model 2	2_68
5	0.8844978316807484	5	Model 2	2_68
6	0.8692714003614543	6	Model 2	2_68
7	0.8568239015403665	7	Model 2	2_68
8	0.8600416803238123	8	Model 2	2_68
9	0.854885237366778	9	Model 2	2_68
0	1.0	0	Model 2	2_73
1	0.8898194945531056	1	Model 2	2_73
2	0.8178888975282953	2	Model 2	2_73
3	0.785682309022757	3	Model 2	2_73
4	0.7872194588856132	4	Model 2	2_73
5	0.7660807046147283	5	Model 2	2_73
6	0.7508062226264255	6	Model 2	2_73
7	0.7494058042811643	7	Model 2	2_73
8	0.7437911121168792	8	Model 2	2_73
9	0.7349506051885081	9	Model 2	2_73
0	0.9999999999999998	0	Model 2	2_84
1	0.8809482799015464	1	Model 2	2_84
2	0.7734971903410733	2	Model 2	2_84
3	0.6946094951012329	3	Model 2	2_84
4	0.5621440295728519	4	Model 2	2_84
5	0.4794895007478031	5	Model 2	2_84
6	0.43822256328467624	6	Model 2	2_84
7	0.36256818392806983	7	Model 2	2_84
8	0.24996378516621998	8	Model 2	2_84
9	0.17769766089818742	9	Model 2	2_84
0	0.9999999999999999	0	Model 2	2_94
1	0.9267871388704997	1	Model 2	2_94
2	0.9163651247359339	2	Model 2	2_94
3	0.9030164625079276	3	Model 2	2_94
4	0.9012901422041268	4	Model 2	2_94
5	0.8944199082248079	5	Model 2	2_94
6	0.8913337816976203	6	Model 2	2_94
7	0.8736644273997433	7	Model 2	2_94
8	0.8784349777998794	8	Model 2	2_94
9	0.8860930130965259	9	Model 2	2_94
0	0.9999999999999999	0	Model 2	2_99
1	0.9553221941273321	1	Model 2	2_99
2	0.9226366318545531	2	Model 2	2_99
3	0.9050672301196129	3	Model 2	2_99
4	0.8885005940834021	4	Model 2	2_99
5	0.8748914427783928	5	Model 2	2_99
6	0.8618081157152806	6	Model 2	2_99
7	0.8498150274410777	7	Model 2	2_99
8	0.8426410601454315	8	Model 2	2_99
9	0.8371183007625769	9	Model 2	2_99
0	0.9999999999999999	0	Model 2	2_100
1	0.8694334623007497	1	Model 2	2_100
2	0.6617411622868149	2	Model 2	2_100
3	0.49989206117986446	3	Model 2	2_100
4	0.3993343233040082	4	Model 2	2_100
5	0.3431394046142997	5	Model 2	2_100
6	0.2792677904714834	6	Model 2	2_100
7	0.19488587678346067	7	Model 2	2_100
8	0.1694558491664707	8	Model 2	2_100
9	0.2209455970473687	9	Model 2	2_100
0	0.9999999999999998	0	Model 2	2_105
1	0.8205589622476186	1	Model 2	2_105
2	0.6642002642416718	2	Model 2	2_105
3	0.4967029377342696	3	Model 2	2_105
4	0.3604000115773295	4	Model 2	2_105
5	0.28773893960944447	5	Model 2	2_105
6	0.23399555881354925	6	Model 2	2_105
7	0.20955635177376808	7	Model 2	2_105
8	0.21019912887229128	8	Model 2	2_105
9	0.2045104373711949	9	Model 2	2_105
0	1.0	0	Model 2	2_110
1	0.9159787360544772	1	Model 2	2_110
2	0.908459565472846	2	Model 2	2_110
3	0.8976912737898564	3	Model 2	2_110
4	0.9003219058917122	4	Model 2	2_110
5	0.8889449582003364	5	Model 2	2_110
6	0.8768099332551904	6	Model 2	2_110
7	0.8685796747434025	7	Model 2	2_110
8	0.8688948358522524	8	Model 2	2_110
9	0.8747148234866784	9	Model 2	2_110
0	1.0	0	Model 2	2_124
1	0.9042706520202547	1	Model 2	2_124
2	0.8291904626874822	2	Model 2	2_124
3	0.7722296795470469	3	Model 2	2_124
4	0.7186635340311156	4	Model 2	2_124
5	0.6838219890490757	5	Model 2	2_124
6	0.6490127235993325	6	Model 2	2_124
7	0.6470732167414182	7	Model 2	2_124
8	0.6413764912556027	8	Model 2	2_124
9	0.6449676837444018	9	Model 2	2_124
0	0.9999999999999999	0	Model 2	2_125
1	0.9328916795584677	1	Model 2	2_125
2	0.914621571536749	2	Model 2	2_125
3	0.9125293606190736	3	Model 2	2_125
4	0.9078522441159323	4	Model 2	2_125
5	0.9138637089977163	5	Model 2	2_125
6	0.9050381334898553	6	Model 2	2_125
7	0.9017623333967354	7	Model 2	2_125
8	0.9026481879024475	8	Model 2	2_125
9	0.8989652697912827	9	Model 2	2_125
0	1.0	0	Model 2	2_134
1	0.9316753148131779	1	Model 2	2_134
2	0.8905870325882915	2	Model 2	2_134
3	0.8700876150850567	3	Model 2	2_134
4	0.8748468974558803	4	Model 2	2_134
5	0.8829851675861613	5	Model 2	2_134
6	0.880035665737405	6	Model 2	2_134
7	0.8654110891568394	7	Model 2	2_134
8	0.8417275089022327	8	Model 2	2_134
9	0.8267617142699955	9	Model 2	2_134
0	1.0	0	Model 2	2_137
1	0.9654645690285609	1	Model 2	2_137
2	0.9426187867525346	2	Model 2	2_137
3	0.9249844665708629	3	Model 2	2_137
4	0.9195880219998753	4	Model 2	2_137
5	0.9075556252334499	5	Model 2	2_137
6	0.9022865329242536	6	Model 2	2_137
7	0.9001798898726725	7	Model 2	2_137
8	0.8956001259289333	8	Model 2	2_137
9	0.89249523055601	9	Model 2	2_137
0	1.0	0	Model 2	2_141
1	0.9369518773269194	1	Model 2	2_141
2	0.9208875749827722	2	Model 2	2_141
3	0.912572337760246	3	Model 2	2_141
4	0.9145414369495379	4	Model 2	2_141
5	0.9165819367812978	5	Model 2	2_141
6	0.9075113461054135	6	Model 2	2_141
7	0.9031008580365883	7	Model 2	2_141
8	0.9015891176235398	8	Model 2	2_141
9	0.9090720357243481	9	Model 2	2_141
0	1.0	0	Model 2	2_143
1	0.9355025277957175	1	Model 2	2_143
2	0.9043666749409159	2	Model 2	2_143
3	0.8862047312147736	3	Model 2	2_143
4	0.8717317986025604	4	Model 2	2_143
5	0.8718056980039331	5	Model 2	2_143
6	0.8606253748520171	6	Model 2	2_143
7	0.8657526193232102	7	Model 2	2_143
8	0.8650134766865536	8	Model 2	2_143
9	0.8460973138033528	9	Model 2	2_143
0	1.0	0	Model 2	2_146
1	0.923185876783933	1	Model 2	2_146
2	0.8852030464934781	2	Model 2	2_146
3	0.8592316237906487	3	Model 2	2_146
4	0.8459193229121784	4	Model 2	2_146
5	0.8243917279050906	5	Model 2	2_146
6	0.8169978152116638	6	Model 2	2_146
7	0.8005836062769706	7	Model 2	2_146
8	0.7965232543020857	8	Model 2	2_146
9	0.806628412868804	9	Model 2	2_146
0	1.0	0	Model 2	2_151
1	0.8809812449609629	1	Model 2	2_151
2	0.8476663433034487	2	Model 2	2_151
3	0.8263045454422071	3	Model 2	2_151
4	0.8236617737574257	4	Model 2	2_151
5	0.831318178741602	5	Model 2	2_151
6	0.8244805379178766	6	Model 2	2_151
7	0.8187367104978569	7	Model 2	2_151
8	0.7988057939564015	8	Model 2	2_151
9	0.7895468660609024	9	Model 2	2_151
0	0.9999999999999998	0	Model 2	2_161
1	0.9655812260352584	1	Model 2	2_161
2	0.9383074633998684	2	Model 2	2_161
3	0.9204700035034917	3	Model 2	2_161
4	0.9025724228873293	4	Model 2	2_161
5	0.8926430730827937	5	Model 2	2_161
6	0.8897156929366876	6	Model 2	2_161
7	0.890734488213566	7	Model 2	2_161
8	0.8855256958256011	8	Model 2	2_161
9	0.8786991598116826	9	Model 2	2_161
0	0.9999999999999999	0	Model 2	2_163
1	0.933292153699892	1	Model 2	2_163
2	0.9062942765589752	2	Model 2	2_163
3	0.8915299030355777	3	Model 2	2_163
4	0.8883481394461686	4	Model 2	2_163
5	0.8859824912380295	5	Model 2	2_163
6	0.8925583837769058	6	Model 2	2_163
7	0.8819036642682436	7	Model 2	2_163
8	0.8650482977270586	8	Model 2	2_163
9	0.8595643637849164	9	Model 2	2_163
0	1.0	0	Model 2	2_164
1	0.9167152240557731	1	Model 2	2_164
2	0.8795567710493609	2	Model 2	2_164
3	0.8750426672704924	3	Model 2	2_164
4	0.860214582004731	4	Model 2	2_164
5	0.8471889316117714	5	Model 2	2_164
6	0.8385630175072857	6	Model 2	2_164
7	0.8254662739532239	7	Model 2	2_164
8	0.83175541966064	8	Model 2	2_164
9	0.8298706652198298	9	Model 2	2_164
0	1.0	0	Model 2	2_167
1	0.9400313954164332	1	Model 2	2_167
2	0.9211971810282272	2	Model 2	2_167
3	0.922282767669662	3	Model 2	2_167
4	0.9229310942499905	4	Model 2	2_167
5	0.9172690483647284	5	Model 2	2_167
6	0.914438446509021	6	Model 2	2_167
7	0.9132034894823832	7	Model 2	2_167
8	0.9090539540398395	8	Model 2	2_167
9	0.9034950154209452	9	Model 2	2_167
0	1.0	0	Model 2	2_171
1	0.9126293122488076	1	Model 2	2_171
2	0.9019671293131719	2	Model 2	2_171
3	0.8874351453781679	3	Model 2	2_171
4	0.8926797104773027	4	Model 2	2_171
5	0.8962381340009973	5	Model 2	2_171
6	0.8907941479893089	6	Model 2	2_171
7	0.8753919498245544	7	Model 2	2_171
8	0.8762277161502503	8	Model 2	2_171
9	0.8810560802684351	9	Model 2	2_171
0	0.9999999999999999	0	Model 2	2_174
1	0.8531961796906434	1	Model 2	2_174
2	0.724898807167492	2	Model 2	2_174
3	0.6712018014192612	3	Model 2	2_174
4	0.6390208916227881	4	Model 2	2_174
5	0.6091887832206676	5	Model 2	2_174
6	0.5587596207509016	6	Model 2	2_174
7	0.5210146361189374	7	Model 2	2_174
8	0.5023805212548543	8	Model 2	2_174
9	0.483177585315437	9	Model 2	2_174
0	1.0	0	Model 2	2_177
1	0.907283292080979	1	Model 2	2_177
2	0.8675880606347491	2	Model 2	2_177
3	0.8717599613835206	3	Model 2	2_177
4	0.8636229301565869	4	Model 2	2_177
5	0.853143489409989	5	Model 2	2_177
6	0.8563922195064471	6	Model 2	2_177
7	0.8601082230023962	7	Model 2	2_177
8	0.8501662712970235	8	Model 2	2_177
9	0.8363699999021641	9	Model 2	2_177
0	1.0	0	Model 2	2_185
1	0.9633656338002174	1	Model 2	2_185
2	0.9365216261149142	2	Model 2	2_185
3	0.9165370937320712	3	Model 2	2_185
4	0.8982846976697582	4	Model 2	2_185
5	0.8914502904652546	5	Model 2	2_185
6	0.8837890833117613	6	Model 2	2_185
7	0.8797191705813547	7	Model 2	2_185
8	0.8724864267318629	8	Model 2	2_185
9	0.8656494202997979	9	Model 2	2_185
0	1.0	0	Model 2	2_186
1	0.9518374039359653	1	Model 2	2_186
2	0.9392678091406078	2	Model 2	2_186
3	0.925752171104696	3	Model 2	2_186
4	0.9202847151168877	4	Model 2	2_186
5	0.9175527341513684	5	Model 2	2_186
6	0.9137317566653576	6	Model 2	2_186
7	0.9117489680748578	7	Model 2	2_186
8	0.8959907117924272	8	Model 2	2_186
9	0.8927710063114337	9	Model 2	2_186
0	0.9999999999999999	0	Model 2	2_188
1	0.9283160241792079	1	Model 2	2_188
2	0.898076576858049	2	Model 2	2_188
3	0.8925930636224236	3	Model 2	2_188
4	0.8862373326326697	4	Model 2	2_188
5	0.8849388803456295	5	Model 2	2_188
6	0.8845940715300828	6	Model 2	2_188
7	0.8810469263744234	7	Model 2	2_188
8	0.8723495298044689	8	Model 2	2_188
9	0.8553261119176228	9	Model 2	2_188
0	0.9999999999999996	0	Model 2	2_190
1	0.9072686626594632	1	Model 2	2_190
2	0.8797673373359144	2	Model 2	2_190
3	0.8942062669314841	3	Model 2	2_190
4	0.8962988769375391	4	Model 2	2_190
5	0.8970994955841207	5	Model 2	2_190
6	0.8931844006626303	6	Model 2	2_190
7	0.8800911326467067	7	Model 2	2_190
8	0.8796394323791884	8	Model 2	2_190
9	0.8772797307622398	9	Model 2	2_190
0	1.0	0	Model 2	2_194
1	0.9271596819878919	1	Model 2	2_194
2	0.9014366135956974	2	Model 2	2_194
3	0.8860375180884943	3	Model 2	2_194
4	0.8614935290842547	4	Model 2	2_194
5	0.8630633077558397	5	Model 2	2_194
6	0.8508994332992953	6	Model 2	2_194
7	0.8413951940828548	7	Model 2	2_194
8	0.8425735557476993	8	Model 2	2_194
9	0.8496380090891422	9	Model 2	2_194
0	1.0	0	Model 2	2_198
1	0.7113983374743134	1	Model 2	2_198
2	0.49327538935616905	2	Model 2	2_198
3	0.3742862897436635	3	Model 2	2_198
4	0.31852313394243226	4	Model 2	2_198
5	0.2715757029384797	5	Model 2	2_198
6	0.27885051149936274	6	Model 2	2_198
7	0.2148614616201273	7	Model 2	2_198
8	0.1673735279473107	8	Model 2	2_198
9	0.135990143876577	9	Model 2	2_198
0	0.9999999999999998	0	Model 2	2_204
1	0.9101956838136711	1	Model 2	2_204
2	0.8664419466975591	2	Model 2	2_204
3	0.852846069623901	3	Model 2	2_204
4	0.851087934543621	4	Model 2	2_204
5	0.841234816519663	5	Model 2	2_204
6	0.8341745274690596	6	Model 2	2_204
7	0.8120599719265728	7	Model 2	2_204
8	0.7965058441854487	8	Model 2	2_204
9	0.808849057420776	9	Model 2	2_204
0	1.0	0	Model 2	2_206
1	0.9805828528964007	1	Model 2	2_206
2	0.9631406467988786	2	Model 2	2_206
3	0.9538319391933131	3	Model 2	2_206
4	0.9493584579493741	4	Model 2	2_206
5	0.944528477498568	5	Model 2	2_206
6	0.9452903473904258	6	Model 2	2_206
7	0.9395529400045839	7	Model 2	2_206
8	0.9304903939231394	8	Model 2	2_206
9	0.9229167824843527	9	Model 2	2_206
0	1.0	0	Model 2	2_215
1	0.9086521683599855	1	Model 2	2_215
2	0.871134107569238	2	Model 2	2_215
3	0.8625024592431714	3	Model 2	2_215
4	0.8256092165370467	4	Model 2	2_215
5	0.7996323894411671	5	Model 2	2_215
6	0.786550645287453	6	Model 2	2_215
7	0.7624459512127905	7	Model 2	2_215
8	0.7527241286698976	8	Model 2	2_215
9	0.7426435752674533	9	Model 2	2_215
0	1.0	0	Model 2	2_218
1	0.8756401594757073	1	Model 2	2_218
2	0.7509044942998174	2	Model 2	2_218
3	0.6446778524014292	3	Model 2	2_218
4	0.5545525037625467	4	Model 2	2_218
5	0.48543155529308274	5	Model 2	2_218
6	0.4312363327609728	6	Model 2	2_218
7	0.39998415297003453	7	Model 2	2_218
8	0.39314251352363866	8	Model 2	2_218
9	0.38083216599232955	9	Model 2	2_218
0	1.0	0	Model 2	2_227
1	0.9442385067058493	1	Model 2	2_227
2	0.9267063125473189	2	Model 2	2_227
3	0.9208122786823044	3	Model 2	2_227
4	0.9208210754427474	4	Model 2	2_227
5	0.9131221685456213	5	Model 2	2_227
6	0.9112429895793381	6	Model 2	2_227
7	0.9105318575418355	7	Model 2	2_227
8	0.9081945937645123	8	Model 2	2_227
9	0.9082499394326229	9	Model 2	2_227
0	0.9999999999999999	0	Model 2	2_245
1	0.9420614899088304	1	Model 2	2_245
2	0.9274836280976368	2	Model 2	2_245
3	0.9201340002774778	3	Model 2	2_245
4	0.9130861048252096	4	Model 2	2_245
5	0.9123649254610658	5	Model 2	2_245
6	0.9076466807662888	6	Model 2	2_245
7	0.8944655021008987	7	Model 2	2_245
8	0.9010371394862594	8	Model 2	2_245
9	0.8910762868058865	9	Model 2	2_245
0	1.0	0	Model 2	2_251
1	0.9273065074727814	1	Model 2	2_251
2	0.9011660378200081	2	Model 2	2_251
3	0.8965323054245631	3	Model 2	2_251
4	0.8809409515712441	4	Model 2	2_251
5	0.8870899896587192	5	Model 2	2_251
6	0.8885192368841672	6	Model 2	2_251
7	0.8870222573723451	7	Model 2	2_251
8	0.8827887853279947	8	Model 2	2_251
9	0.8688910886483275	9	Model 2	2_251
0	1.0	0	Model 2	2_259
1	0.9829441622239964	1	Model 2	2_259
2	0.9636359529988947	2	Model 2	2_259
3	0.9457322092135088	3	Model 2	2_259
4	0.9335655096399406	4	Model 2	2_259
5	0.922922538619109	5	Model 2	2_259
6	0.9126944646535435	6	Model 2	2_259
7	0.9064586003209694	7	Model 2	2_259
8	0.8967376012571556	8	Model 2	2_259
9	0.8880413698176952	9	Model 2	2_259
0	0.9999999999999999	0	Model 2	2_262
1	0.9313510073902561	1	Model 2	2_262
2	0.9120088104796362	2	Model 2	2_262
3	0.9075457970518728	3	Model 2	2_262
4	0.8959533183025167	4	Model 2	2_262
5	0.892196986423694	5	Model 2	2_262
6	0.8836325390179667	6	Model 2	2_262
7	0.8761434329144778	7	Model 2	2_262
8	0.8688507537267057	8	Model 2	2_262
9	0.8700657689412394	9	Model 2	2_262
0	0.9999999999999999	0	Model 2	2_266
1	0.9147716450623641	1	Model 2	2_266
2	0.9137676151517855	2	Model 2	2_266
3	0.9097074124122546	3	Model 2	2_266
4	0.8952014138435129	4	Model 2	2_266
5	0.8949896171421377	5	Model 2	2_266
6	0.9038978653286779	6	Model 2	2_266
7	0.8882157171638035	7	Model 2	2_266
8	0.8851142152061724	8	Model 2	2_266
9	0.8774290141096558	9	Model 2	2_266
0	1.0	0	Model 2	2_278
1	0.9542111373860456	1	Model 2	2_278
2	0.944850011774225	2	Model 2	2_278
3	0.9390343157229856	3	Model 2	2_278
4	0.9307425002423101	4	Model 2	2_278
5	0.9274781056481655	5	Model 2	2_278
6	0.9237439275770076	6	Model 2	2_278
7	0.9168625160100923	7	Model 2	2_278
8	0.912893702650331	8	Model 2	2_278
9	0.9169432573312867	9	Model 2	2_278
0	1.0	0	Model 2	2_287
1	0.8957745287454288	1	Model 2	2_287
2	0.8826127697524099	2	Model 2	2_287
3	0.8902056640399477	3	Model 2	2_287
4	0.8710668932854786	4	Model 2	2_287
5	0.8673000425167561	5	Model 2	2_287
6	0.8852034837788636	6	Model 2	2_287
7	0.8798840356181853	7	Model 2	2_287
8	0.8705470441297729	8	Model 2	2_287
9	0.8748349417419108	9	Model 2	2_287
0	0.9999999999999999	0	Model 2	2_293
1	0.9438816350183897	1	Model 2	2_293
2	0.9082438890548148	2	Model 2	2_293
3	0.8821660611042129	3	Model 2	2_293
4	0.8588278039061338	4	Model 2	2_293
5	0.8458423326096814	5	Model 2	2_293
6	0.8351321337279747	6	Model 2	2_293
7	0.8344920353863512	7	Model 2	2_293
8	0.836818721748444	8	Model 2	2_293
9	0.8355362840123038	9	Model 2	2_293
0	0.9999999999999999	0	Model 2	2_295
1	0.9074192694157448	1	Model 2	2_295
2	0.8903169708360442	2	Model 2	2_295
3	0.8758045889903682	3	Model 2	2_295
4	0.8671117541025702	4	Model 2	2_295
5	0.8779882085014549	5	Model 2	2_295
6	0.8683461377094305	6	Model 2	2_295
7	0.8588426679274781	7	Model 2	2_295
8	0.8582951531036119	8	Model 2	2_295
9	0.8523256367556452	9	Model 2	2_295
0	1.0	0	Model 2	2_303
1	0.9506380689278603	1	Model 2	2_303
2	0.9134264742759487	2	Model 2	2_303
3	0.8960208724908154	3	Model 2	2_303
4	0.8856926301260467	4	Model 2	2_303
5	0.8705229767211391	5	Model 2	2_303
6	0.8568436743164684	6	Model 2	2_303
7	0.8474966177914344	7	Model 2	2_303
8	0.8379747107287085	8	Model 2	2_303
9	0.8290397428437302	9	Model 2	2_303
0	1.0	0	Model 2	2_304
1	0.8478234511751989	1	Model 2	2_304
2	0.8303765635474506	2	Model 2	2_304
3	0.8167265061283694	3	Model 2	2_304
4	0.8268062437068011	4	Model 2	2_304
5	0.829072727671618	5	Model 2	2_304
6	0.8309269209451128	6	Model 2	2_304
7	0.8343322152417684	7	Model 2	2_304
8	0.8181258060363092	8	Model 2	2_304
9	0.7769514968452821	9	Model 2	2_304
0	1.0	0	Model 2	2_305
1	0.9334918114587075	1	Model 2	2_305
2	0.8867404689571161	2	Model 2	2_305
3	0.8673145707183197	3	Model 2	2_305
4	0.8474907924647759	4	Model 2	2_305
5	0.8447051990645226	5	Model 2	2_305
6	0.8513352884236635	6	Model 2	2_305
7	0.8485481644534154	7	Model 2	2_305
8	0.836528748840527	8	Model 2	2_305
9	0.8201028172770177	9	Model 2	2_305
0	1.0	0	Model 2	2_306
1	0.9055287109088885	1	Model 2	2_306
2	0.8688328188160631	2	Model 2	2_306
3	0.8823069510761227	3	Model 2	2_306
4	0.8798106480560378	4	Model 2	2_306
5	0.8720862943934958	5	Model 2	2_306
6	0.8690150334605458	6	Model 2	2_306
7	0.8615886766074818	7	Model 2	2_306
8	0.8692881834407696	8	Model 2	2_306
9	0.8620837404333206	9	Model 2	2_306
0	0.9999999999999999	0	Model 2	2_310
1	0.9386746759783587	1	Model 2	2_310
2	0.9115536528068328	2	Model 2	2_310
3	0.9146223560294988	3	Model 2	2_310
4	0.9080914403797326	4	Model 2	2_310
5	0.9058656041817623	5	Model 2	2_310
6	0.9062386063830609	6	Model 2	2_310
7	0.900933849006457	7	Model 2	2_310
8	0.881333894317856	8	Model 2	2_310
9	0.8683282650954888	9	Model 2	2_310
0	1.0	0	Model 2	2_320
1	0.9492445435520437	1	Model 2	2_320
2	0.9230219320747673	2	Model 2	2_320
3	0.9127754616896397	3	Model 2	2_320
4	0.8959599416216942	4	Model 2	2_320
5	0.8792554052243112	5	Model 2	2_320
6	0.8838927847699106	6	Model 2	2_320
7	0.887954349040243	7	Model 2	2_320
8	0.8778086948757212	8	Model 2	2_320
9	0.870644809257481	9	Model 2	2_320
0	1.0	0	Model 2	2_329
1	0.9310207013604258	1	Model 2	2_329
2	0.9169238966287029	2	Model 2	2_329
3	0.9187771998137445	3	Model 2	2_329
4	0.907802140264637	4	Model 2	2_329
5	0.9016098736283825	5	Model 2	2_329
6	0.8988516064151324	6	Model 2	2_329
7	0.9000147449140372	7	Model 2	2_329
8	0.8687263702406561	8	Model 2	2_329
9	0.8499050730143578	9	Model 2	2_329
0	1.0	0	Model 2	2_330
1	0.9059308216762716	1	Model 2	2_330
2	0.8394536586143643	2	Model 2	2_330
3	0.7867504582243756	3	Model 2	2_330
4	0.7442300668950897	4	Model 2	2_330
5	0.7128457431550882	5	Model 2	2_330
6	0.6906941289137589	6	Model 2	2_330
7	0.694450155656644	7	Model 2	2_330
8	0.7042763513413534	8	Model 2	2_330
9	0.6896428333672309	9	Model 2	2_330
0	1.0	0	Model 2	2_338
1	0.9218523184388167	1	Model 2	2_338
2	0.8579636658466068	2	Model 2	2_338
3	0.8211052817690409	3	Model 2	2_338
4	0.7888318256474727	4	Model 2	2_338
5	0.7523918515255426	5	Model 2	2_338
6	0.7311551464021414	6	Model 2	2_338
7	0.7223067359005358	7	Model 2	2_338
8	0.6992305558940708	8	Model 2	2_338
9	0.6777750806083727	9	Model 2	2_338
0	1.0	0	Model 2	2_339
1	0.8593442983010351	1	Model 2	2_339
2	0.7448923098704902	2	Model 2	2_339
3	0.6777559211528791	3	Model 2	2_339
4	0.6172222606424245	4	Model 2	2_339
5	0.5474005157530247	5	Model 2	2_339
6	0.47798838131054655	6	Model 2	2_339
7	0.4228120541931486	7	Model 2	2_339
8	0.42324819214501047	8	Model 2	2_339
9	0.39349188933794876	9	Model 2	2_339
0	1.0	0	Model 2	2_342
1	0.9442984212632403	1	Model 2	2_342
2	0.8796039239424804	2	Model 2	2_342
3	0.8350727989783137	3	Model 2	2_342
4	0.7990452675270712	4	Model 2	2_342
5	0.7471494685734839	5	Model 2	2_342
6	0.7054990263899338	6	Model 2	2_342
7	0.6712241448951914	7	Model 2	2_342
8	0.6439518914942177	8	Model 2	2_342
9	0.6184289549644526	9	Model 2	2_342
0	1.0	0	Model 2	2_343
1	0.9346537089949795	1	Model 2	2_343
