,Correlations,Quantity,Name,Centrality,Length
1,-0.06078729716714571,Curvature,Curve 30,linear,Length 300
2,-0.17339811503446217,Density,Curve 30,linear,Length 300
0,0.04217597743338113,Torsion,Curve 31,max,Length 300
1,0.03342986194624547,Curvature,Curve 31,max,Length 300
2,0.4067081189721436,Density,Curve 31,max,Length 300
0,0.1003089203847872,Torsion,Curve 31,linear,Length 300
1,0.008074148984574182,Curvature,Curve 31,linear,Length 300
2,0.04017002735486858,Density,Curve 31,linear,Length 300
0,0.013899567288972138,Torsion,Curve 32,max,Length 300
1,0.014495554620623628,Curvature,Curve 32,max,Length 300
2,0.36859543292037444,Density,Curve 32,max,Length 300
0,0.03648327678082551,Torsion,Curve 32,linear,Length 300
1,-0.03599825145234048,Curvature,Curve 32,linear,Length 300
2,-0.13654401990240886,Density,Curve 32,linear,Length 300
0,0.12656516765413117,Torsion,Curve 33,max,Length 300
1,-0.17174520549361666,Curvature,Curve 33,max,Length 300
2,0.17337731319456326,Density,Curve 33,max,Length 300
0,0.08168110323082775,Torsion,Curve 33,linear,Length 300
1,-0.04799017789827132,Curvature,Curve 33,linear,Length 300
2,-0.12911466513856587,Density,Curve 33,linear,Length 300
0,0.08461231079420664,Torsion,Curve 34,max,Length 300
1,-0.08627052465377487,Curvature,Curve 34,max,Length 300
2,0.24295825472750576,Density,Curve 34,max,Length 300
0,-0.045343961618350796,Torsion,Curve 34,linear,Length 300
1,-0.07051390223393457,Curvature,Curve 34,linear,Length 300
2,0.03808924300881498,Density,Curve 34,linear,Length 300
0,0.10012118609110374,Torsion,Curve 35,max,Length 300
1,-0.16061721069999518,Curvature,Curve 35,max,Length 300
2,0.1724582583495605,Density,Curve 35,max,Length 300
0,0.23858718832819448,Torsion,Curve 35,linear,Length 300
1,-0.04257081824077729,Curvature,Curve 35,linear,Length 300
2,-0.24693058666408307,Density,Curve 35,linear,Length 300
0,0.06649695445644695,Torsion,Curve 36,max,Length 300
1,-0.0735053170567524,Curvature,Curve 36,max,Length 300
2,0.20386752270251038,Density,Curve 36,max,Length 300
0,0.022896237523848444,Torsion,Curve 36,linear,Length 300
1,-0.015112847952180975,Curvature,Curve 36,linear,Length 300
2,0.03414008135862039,Density,Curve 36,linear,Length 300
0,0.16398652245024953,Torsion,Curve 37,max,Length 300
1,-0.04081065831946814,Curvature,Curve 37,max,Length 300
2,0.1278272867010824,Density,Curve 37,max,Length 300
0,0.13466052977983253,Torsion,Curve 37,linear,Length 300
1,-0.04616781491059365,Curvature,Curve 37,linear,Length 300
2,-0.2739932393751053,Density,Curve 37,linear,Length 300
0,-0.006386806359615069,Torsion,Curve 38,max,Length 300
1,-0.02492124114767575,Curvature,Curve 38,max,Length 300
2,0.3457517973918705,Density,Curve 38,max,Length 300
0,-0.01635509101172147,Torsion,Curve 38,linear,Length 300
1,-0.04943499943799783,Curvature,Curve 38,linear,Length 300
2,-0.20116395413280425,Density,Curve 38,linear,Length 300
0,0.06369998471815295,Torsion,Curve 39,max,Length 300
1,-0.21657374217984945,Curvature,Curve 39,max,Length 300
2,0.09651470554319853,Density,Curve 39,max,Length 300
0,0.05226985116294426,Torsion,Curve 39,linear,Length 300
1,-0.08947719228409316,Curvature,Curve 39,linear,Length 300
2,-0.0775327855545784,Density,Curve 39,linear,Length 300
0,0.018851361727603887,Torsion,Curve 40,max,Length 300
1,-0.0552326000514092,Curvature,Curve 40,max,Length 300
2,0.1129431718345028,Density,Curve 40,max,Length 300
0,0.008035304709491948,Torsion,Curve 40,linear,Length 300
1,-0.043005798410628765,Curvature,Curve 40,linear,Length 300
2,-0.1143445614794108,Density,Curve 40,linear,Length 300
0,-0.053504537659380916,Torsion,Curve 41,max,Length 300
1,-0.11623591968233227,Curvature,Curve 41,max,Length 300
2,0.2396112960082407,Density,Curve 41,max,Length 300
0,-0.02371665887600612,Torsion,Curve 41,linear,Length 300
1,-0.01841122646463747,Curvature,Curve 41,linear,Length 300
2,0.07962246294438115,Density,Curve 41,linear,Length 300
0,0.12628283583258623,Torsion,Curve 42,max,Length 300
1,-0.1486244608246822,Curvature,Curve 42,max,Length 300
2,0.26097521999429096,Density,Curve 42,max,Length 300
0,0.02964573388330101,Torsion,Curve 42,linear,Length 300
1,-0.036996900452258584,Curvature,Curve 42,linear,Length 300
2,-0.19951518045924574,Density,Curve 42,linear,Length 300
0,0.05726182797533455,Torsion,Curve 43,max,Length 300
1,0.02075837811465424,Curvature,Curve 43,max,Length 300
2,0.21648590433457093,Density,Curve 43,max,Length 300
0,-0.06078359461254416,Torsion,Curve 43,linear,Length 300
1,-0.02241036336316994,Curvature,Curve 43,linear,Length 300
2,-2.0482476233840925e-05,Density,Curve 43,linear,Length 300
0,0.10367970178552428,Torsion,Curve 44,max,Length 300
1,-0.09605133771568938,Curvature,Curve 44,max,Length 300
2,0.006439704716328933,Density,Curve 44,max,Length 300
0,0.0981561426261023,Torsion,Curve 44,linear,Length 300
1,-0.058180267613003635,Curvature,Curve 44,linear,Length 300
2,-0.1463971307363221,Density,Curve 44,linear,Length 300
0,0.1527334002581951,Torsion,Curve 45,max,Length 300
1,-0.07498983328665916,Curvature,Curve 45,max,Length 300
2,0.048559540787273515,Density,Curve 45,max,Length 300
0,0.075912314584524,Torsion,Curve 45,linear,Length 300
1,-0.055017304999338705,Curvature,Curve 45,linear,Length 300
2,-0.19264495645269042,Density,Curve 45,linear,Length 300
0,0.0002937926275694551,Torsion,Curve 46,max,Length 300
1,0.06904124357020319,Curvature,Curve 46,max,Length 300
2,0.26119971348211884,Density,Curve 46,max,Length 300
0,0.08696481869126181,Torsion,Curve 46,linear,Length 300
1,-0.03454538534842403,Curvature,Curve 46,linear,Length 300
2,-0.03970672224864177,Density,Curve 46,linear,Length 300
0,0.006753397682479178,Torsion,Curve 47,max,Length 300
1,-0.041224532107899274,Curvature,Curve 47,max,Length 300
2,0.157332669510454,Density,Curve 47,max,Length 300
0,0.04266527079719495,Torsion,Curve 47,linear,Length 300
1,0.06079916345863048,Curvature,Curve 47,linear,Length 300
2,0.02936436465933483,Density,Curve 47,linear,Length 300
0,0.10983311024126365,Torsion,Curve 48,max,Length 300
1,-0.17791243413340427,Curvature,Curve 48,max,Length 300
2,0.14599873068267574,Density,Curve 48,max,Length 300
0,0.028901194239678154,Torsion,Curve 48,linear,Length 300
1,-0.02910154888921534,Curvature,Curve 48,linear,Length 300
2,0.00045105519858982667,Density,Curve 48,linear,Length 300
0,-0.09514647643449045,Torsion,Curve 49,max,Length 300
1,-0.12346246197423674,Curvature,Curve 49,max,Length 300
2,0.23356349528207979,Density,Curve 49,max,Length 300
0,-0.02797843147215745,Torsion,Curve 49,linear,Length 300
1,-0.02551476394064462,Curvature,Curve 49,linear,Length 300
2,-0.21734128205999045,Density,Curve 49,linear,Length 300
0,-0.07468375842155614,Torsion,Curve 50,max,Length 300
1,-0.03995810227617399,Curvature,Curve 50,max,Length 300
2,0.21357960113048505,Density,Curve 50,max,Length 300
0,-0.07503874201238629,Torsion,Curve 50,linear,Length 300
1,-0.03227915636868756,Curvature,Curve 50,linear,Length 300
2,0.05663010653705284,Density,Curve 50,linear,Length 300
0,0.0016744499776570692,Torsion,Curve 51,max,Length 300
1,-0.18438827442952674,Curvature,Curve 51,max,Length 300
2,-0.002076951771835681,Density,Curve 51,max,Length 300
0,0.043214857735350914,Torsion,Curve 51,linear,Length 300
1,-0.10160990059521709,Curvature,Curve 51,linear,Length 300
2,-0.18093250680930642,Density,Curve 51,linear,Length 300
0,-0.04941257711678971,Torsion,Curve 52,max,Length 300
1,-0.054703909231570744,Curvature,Curve 52,max,Length 300
2,-0.015271042073813178,Density,Curve 52,max,Length 300
0,-0.04988004690402167,Torsion,Curve 52,linear,Length 300
1,-0.057294883115621996,Curvature,Curve 52,linear,Length 300
2,-0.11346210595718859,Density,Curve 52,linear,Length 300
0,-0.08959242865405195,Torsion,Curve 53,max,Length 300
1,-0.12338753526310665,Curvature,Curve 53,max,Length 300
2,0.2794586189505088,Density,Curve 53,max,Length 300
0,-0.00683608778661136,Torsion,Curve 53,linear,Length 300
1,-0.05054992620759488,Curvature,Curve 53,linear,Length 300
2,-0.09144419025764693,Density,Curve 53,linear,Length 300
0,-0.024771150766305098,Torsion,Curve 54,max,Length 300
1,-0.05377093174808817,Curvature,Curve 54,max,Length 300
2,-0.001439470082095465,Density,Curve 54,max,Length 300
0,0.018451131078185,Torsion,Curve 54,linear,Length 300
1,-0.03867226200498229,Curvature,Curve 54,linear,Length 300
2,-0.23231517485520772,Density,Curve 54,linear,Length 300
0,0.02721193401706751,Torsion,Curve 55,max,Length 300
1,-0.16192774387467287,Curvature,Curve 55,max,Length 300
2,0.215668943278353,Density,Curve 55,max,Length 300
0,0.031818529992802096,Torsion,Curve 55,linear,Length 300
1,-0.05749823358420971,Curvature,Curve 55,linear,Length 300
2,0.07542672994488137,Density,Curve 55,linear,Length 300
0,-0.055540796238740954,Torsion,Curve 56,max,Length 300
1,-0.2085866037544377,Curvature,Curve 56,max,Length 300
2,0.23714251944926334,Density,Curve 56,max,Length 300
0,-0.0512519135436266,Torsion,Curve 56,linear,Length 300
1,-0.1066757135904988,Curvature,Curve 56,linear,Length 300
2,0.2177130793070325,Density,Curve 56,linear,Length 300
0,-0.05391610907549661,Torsion,Curve 57,max,Length 300
1,-0.1097637168896004,Curvature,Curve 57,max,Length 300
2,0.4070364493920926,Density,Curve 57,max,Length 300
0,-0.015846584680823058,Torsion,Curve 57,linear,Length 300
1,-0.039715818774335984,Curvature,Curve 57,linear,Length 300
2,-0.018734184865522977,Density,Curve 57,linear,Length 300
0,0.15795545240673084,Torsion,Curve 58,max,Length 300
1,-0.07917719320879307,Curvature,Curve 58,max,Length 300
2,-0.03498801646839256,Density,Curve 58,max,Length 300
0,0.03516966681458567,Torsion,Curve 58,linear,Length 300
1,-0.03386352217081348,Curvature,Curve 58,linear,Length 300
2,-0.08240867414116054,Density,Curve 58,linear,Length 300
0,0.05654238578597451,Torsion,Curve 59,max,Length 300
1,-0.1219622368495583,Curvature,Curve 59,max,Length 300
2,0.04483325132914719,Density,Curve 59,max,Length 300
0,-0.0038818746293386294,Torsion,Curve 59,linear,Length 300
1,-0.03116259674659267,Curvature,Curve 59,linear,Length 300
2,-0.014411383737786285,Density,Curve 59,linear,Length 300
0,0.13131277938007654,Torsion,Curve 60,max,Length 300
1,-0.07682545886931419,Curvature,Curve 60,max,Length 300
2,0.4519307250488835,Density,Curve 60,max,Length 300
0,0.0611190850397384,Torsion,Curve 60,linear,Length 300
1,-0.04407808470376667,Curvature,Curve 60,linear,Length 300
2,0.5535675623806634,Density,Curve 60,linear,Length 300
0,0.04125435241935131,Torsion,Curve 61,max,Length 300
1,-0.09026335532139412,Curvature,Curve 61,max,Length 300
2,0.23567635475085336,Density,Curve 61,max,Length 300
0,-0.055137638500366966,Torsion,Curve 61,linear,Length 300
1,-0.0541601125997968,Curvature,Curve 61,linear,Length 300
2,0.1457489901767523,Density,Curve 61,linear,Length 300
0,-0.015590725898692684,Torsion,Curve 62,max,Length 300
1,-0.12527638011271358,Curvature,Curve 62,max,Length 300
2,0.13590251847894452,Density,Curve 62,max,Length 300
0,-0.05521042444401091,Torsion,Curve 62,linear,Length 300
1,-0.061978995381420314,Curvature,Curve 62,linear,Length 300
2,-0.29748251961204425,Density,Curve 62,linear,Length 300
0,0.11399824539918088,Torsion,Curve 63,max,Length 300
1,0.017760950310629086,Curvature,Curve 63,max,Length 300
2,-0.0566427222831584,Density,Curve 63,max,Length 300
0,0.024118743780821614,Torsion,Curve 63,linear,Length 300
1,0.14794505375350406,Curvature,Curve 63,linear,Length 300
2,-0.056529233707425686,Density,Curve 63,linear,Length 300
0,0.19781653328179188,Torsion,Curve 64,max,Length 300
1,-0.17078366370063347,Curvature,Curve 64,max,Length 300
2,0.12223363022040562,Density,Curve 64,max,Length 300
0,0.05304639097906181,Torsion,Curve 64,linear,Length 300
1,-0.09206988745797041,Curvature,Curve 64,linear,Length 300
2,0.03308719483917289,Density,Curve 64,linear,Length 300
0,0.030824160739646243,Torsion,Curve 65,max,Length 300
1,-0.03603814728776145,Curvature,Curve 65,max,Length 300
2,0.12119417158361855,Density,Curve 65,max,Length 300
0,0.02421475447911598,Torsion,Curve 65,linear,Length 300
1,-0.07744914135322803,Curvature,Curve 65,linear,Length 300
2,0.0031493401582561188,Density,Curve 65,linear,Length 300
0,0.1435162239301312,Torsion,Curve 66,max,Length 300
1,-0.2093872182391513,Curvature,Curve 66,max,Length 300
2,0.15986466100384378,Density,Curve 66,max,Length 300
0,0.10540670014458894,Torsion,Curve 66,linear,Length 300
1,-0.12216840270362297,Curvature,Curve 66,linear,Length 300
2,-0.08651853994143653,Density,Curve 66,linear,Length 300
0,0.08587565496058482,Torsion,Curve 67,max,Length 300
1,-0.10617832172240972,Curvature,Curve 67,max,Length 300
2,0.02008510673239168,Density,Curve 67,max,Length 300
0,0.07331426810692591,Torsion,Curve 67,linear,Length 300
1,-0.024776166897166992,Curvature,Curve 67,linear,Length 300
2,-0.27020606494640265,Density,Curve 67,linear,Length 300
0,-0.045710518190806834,Torsion,Curve 68,max,Length 300
1,-0.06611721391375783,Curvature,Curve 68,max,Length 300
2,0.03527138053725711,Density,Curve 68,max,Length 300
0,-0.03345122824252112,Torsion,Curve 68,linear,Length 300
1,-0.11133258383843075,Curvature,Curve 68,linear,Length 300
2,-0.07606407079888522,Density,Curve 68,linear,Length 300
0,0.1766956162632046,Torsion,Curve 69,max,Length 300
1,-0.10142210677918184,Curvature,Curve 69,max,Length 300
2,-0.1771875784870314,Density,Curve 69,max,Length 300
0,0.08141211446233936,Torsion,Curve 69,linear,Length 300
1,0.05015539485724329,Curvature,Curve 69,linear,Length 300
2,-0.22433413786201864,Density,Curve 69,linear,Length 300
0,0.08515983824740815,Torsion,Curve 70,max,Length 300
1,-0.06500874219749113,Curvature,Curve 70,max,Length 300
2,0.14543695871489218,Density,Curve 70,max,Length 300
0,0.043613756621108064,Torsion,Curve 70,linear,Length 300
1,-0.05464504846034521,Curvature,Curve 70,linear,Length 300
2,-0.08902828989041717,Density,Curve 70,linear,Length 300
0,0.07854861867377233,Torsion,Curve 71,max,Length 300
1,-0.017433245355616595,Curvature,Curve 71,max,Length 300
2,0.386654346721996,Density,Curve 71,max,Length 300
0,-0.005841333608098686,Torsion,Curve 71,linear,Length 300
1,-0.021436370261672628,Curvature,Curve 71,linear,Length 300
2,0.18896328956491923,Density,Curve 71,linear,Length 300
0,0.06604308205676353,Torsion,Curve 72,max,Length 300
1,0.056910868142675444,Curvature,Curve 72,max,Length 300
2,0.14385692503921474,Density,Curve 72,max,Length 300
0,-0.026069889254735818,Torsion,Curve 72,linear,Length 300
1,-0.037137388241411044,Curvature,Curve 72,linear,Length 300
2,-0.03702930431757055,Density,Curve 72,linear,Length 300
0,0.09890539077670785,Torsion,Curve 73,max,Length 300
1,-0.07862412065407677,Curvature,Curve 73,max,Length 300
2,0.3416548340196294,Density,Curve 73,max,Length 300
0,-0.060787391746316886,Torsion,Curve 73,linear,Length 300
1,-0.03985393392611866,Curvature,Curve 73,linear,Length 300
2,-0.038729349779563035,Density,Curve 73,linear,Length 300
0,0.17952038424441302,Torsion,Curve 74,max,Length 300
1,-0.182297934151377,Curvature,Curve 74,max,Length 300
2,-0.06896292494266872,Density,Curve 74,max,Length 300
0,0.1132175410004431,Torsion,Curve 74,linear,Length 300
1,-0.08372341615412002,Curvature,Curve 74,linear,Length 300
2,-0.3449832201740926,Density,Curve 74,linear,Length 300
0,0.1569486643176833,Torsion,Curve 75,max,Length 300
1,-0.030969357970127627,Curvature,Curve 75,max,Length 300
2,-0.047569376347361324,Density,Curve 75,max,Length 300
0,0.1646490350268812,Torsion,Curve 75,linear,Length 300
1,-0.04003164843472964,Curvature,Curve 75,linear,Length 300
2,0.02526617159124893,Density,Curve 75,linear,Length 300
0,0.03991899826199177,Torsion,Curve 76,max,Length 300
1,0.04989641760207505,Curvature,Curve 76,max,Length 300
2,0.3531761431207799,Density,Curve 76,max,Length 300
0,0.0304113449628661,Torsion,Curve 76,linear,Length 300
1,-0.028659852045807364,Curvature,Curve 76,linear,Length 300
2,-0.05196148780043038,Density,Curve 76,linear,Length 300
0,0.04583917407560805,Torsion,Curve 77,max,Length 300
1,-0.14848111504153086,Curvature,Curve 77,max,Length 300
2,0.09078741513502726,Density,Curve 77,max,Length 300
0,0.00540419102190267,Torsion,Curve 77,linear,Length 300
1,-0.0065724325058752935,Curvature,Curve 77,linear,Length 300
2,-0.0589620139654819,Density,Curve 77,linear,Length 300
0,0.06514915998794771,Torsion,Curve 78,max,Length 300
1,-0.006118968498806605,Curvature,Curve 78,max,Length 300
2,0.25099615111393325,Density,Curve 78,max,Length 300
0,0.040431733539478217,Torsion,Curve 78,linear,Length 300
1,0.0022524292562815474,Curvature,Curve 78,linear,Length 300
2,-0.024361627918164923,Density,Curve 78,linear,Length 300
0,0.03914867037366905,Torsion,Curve 79,max,Length 300
1,-0.12948935656626184,Curvature,Curve 79,max,Length 300
2,0.3514343698280844,Density,Curve 79,max,Length 300
0,0.13764263102390467,Torsion,Curve 79,linear,Length 300
1,-0.030622016168645336,Curvature,Curve 79,linear,Length 300
2,-0.019717727164512342,Density,Curve 79,linear,Length 300
0,-0.040682808510708574,Torsion,Curve 80,max,Length 300
1,-0.1382435202407773,Curvature,Curve 80,max,Length 300
2,0.39937874252281896,Density,Curve 80,max,Length 300
0,0.055006123343167554,Torsion,Curve 80,linear,Length 300
1,-0.05199646539534225,Curvature,Curve 80,linear,Length 300
2,-0.007007718073546998,Density,Curve 80,linear,Length 300
0,0.060041448646367034,Torsion,Curve 81,max,Length 300
1,-0.12525459586412302,Curvature,Curve 81,max,Length 300
2,0.07335668864933373,Density,Curve 81,max,Length 300
0,-0.025777149544170774,Torsion,Curve 81,linear,Length 300
1,-0.02210641479284229,Curvature,Curve 81,linear,Length 300
2,-0.12939957387158552,Density,Curve 81,linear,Length 300
0,0.1166784193593978,Torsion,Curve 82,max,Length 300
1,-0.15916061360145006,Curvature,Curve 82,max,Length 300
2,-0.02404036383374602,Density,Curve 82,max,Length 300
0,0.05031871638353509,Torsion,Curve 82,linear,Length 300
1,-0.04435138146646931,Curvature,Curve 82,linear,Length 300
2,-0.22841928580568124,Density,Curve 82,linear,Length 300
0,0.08240760880617129,Torsion,Curve 83,max,Length 300
1,-0.15672640018970857,Curvature,Curve 83,max,Length 300
2,0.2241832100597894,Density,Curve 83,max,Length 300
0,-0.005943660252812736,Torsion,Curve 83,linear,Length 300
1,-0.0481645778536057,Curvature,Curve 83,linear,Length 300
2,-0.1434615671392567,Density,Curve 83,linear,Length 300
0,0.022955033321335947,Torsion,Curve 84,max,Length 300
1,-0.11191919656219897,Curvature,Curve 84,max,Length 300
2,0.19680335897117798,Density,Curve 84,max,Length 300
0,-0.0023902145953620794,Torsion,Curve 84,linear,Length 300
1,-0.040584885828682006,Curvature,Curve 84,linear,Length 300
2,-0.01679331370736142,Density,Curve 84,linear,Length 300
0,0.010545243353472941,Torsion,Curve 85,max,Length 300
1,-0.10285666099511494,Curvature,Curve 85,max,Length 300
2,0.17860755745354234,Density,Curve 85,max,Length 300
0,0.15985406038528263,Torsion,Curve 85,linear,Length 300
1,-0.04441956070224077,Curvature,Curve 85,linear,Length 300
2,0.1820709382394699,Density,Curve 85,linear,Length 300
0,0.020579114242469592,Torsion,Curve 86,max,Length 300
1,-0.10067362634624656,Curvature,Curve 86,max,Length 300
2,0.3998356106581739,Density,Curve 86,max,Length 300
0,-0.012479544163508063,Torsion,Curve 86,linear,Length 300
1,-0.029680677840057658,Curvature,Curve 86,linear,Length 300
2,0.38506298913889314,Density,Curve 86,linear,Length 300
0,0.024566853784107487,Torsion,Curve 87,max,Length 300
1,-0.12377592562350162,Curvature,Curve 87,max,Length 300
2,0.2048120726134232,Density,Curve 87,max,Length 300
0,0.03467638008290238,Torsion,Curve 87,linear,Length 300
1,-0.04396905787054405,Curvature,Curve 87,linear,Length 300
2,-0.28956068871005713,Density,Curve 87,linear,Length 300
0,0.10649018337453976,Torsion,Curve 88,max,Length 300
1,-0.11368888162507289,Curvature,Curve 88,max,Length 300
2,-0.019442167546864793,Density,Curve 88,max,Length 300
0,0.07377832618097314,Torsion,Curve 88,linear,Length 300
1,-0.05835238036796941,Curvature,Curve 88,linear,Length 300
2,-0.05331924573976356,Density,Curve 88,linear,Length 300
0,0.04609368365850769,Torsion,Curve 89,max,Length 300
1,-0.10171847489347836,Curvature,Curve 89,max,Length 300
2,0.08305703394672194,Density,Curve 89,max,Length 300
0,0.03891911369967784,Torsion,Curve 89,linear,Length 300
1,-0.08650506776958726,Curvature,Curve 89,linear,Length 300
2,0.03348031081632751,Density,Curve 89,linear,Length 300
0,-0.03512542459617373,Torsion,Curve 90,max,Length 300
1,-0.0966956692766699,Curvature,Curve 90,max,Length 300
2,0.28741421212502544,Density,Curve 90,max,Length 300
0,0.022895310308221815,Torsion,Curve 90,linear,Length 300
1,-0.030721960226862917,Curvature,Curve 90,linear,Length 300
2,-0.015018200711944409,Density,Curve 90,linear,Length 300
0,0.13966889428223653,Torsion,Curve 91,max,Length 300
1,-0.2233528115765312,Curvature,Curve 91,max,Length 300
2,0.21302345857499577,Density,Curve 91,max,Length 300
0,0.033591386258869635,Torsion,Curve 91,linear,Length 300
1,-0.058657917641292454,Curvature,Curve 91,linear,Length 300
2,0.005844312176155454,Density,Curve 91,linear,Length 300
0,-0.02265791204399287,Torsion,Curve 92,max,Length 300
1,-0.17695009544966706,Curvature,Curve 92,max,Length 300
2,0.3102581886399719,Density,Curve 92,max,Length 300
0,-0.07759560770007372,Torsion,Curve 92,linear,Length 300
1,-0.022275459313953916,Curvature,Curve 92,linear,Length 300
2,-0.1734550323332878,Density,Curve 92,linear,Length 300
0,0.12812585236742224,Torsion,Curve 93,max,Length 300
1,-0.09449478275626047,Curvature,Curve 93,max,Length 300
2,-0.012555223400304977,Density,Curve 93,max,Length 300
0,0.024906575608190193,Torsion,Curve 93,linear,Length 300
1,0.011921336751590322,Curvature,Curve 93,linear,Length 300
2,-0.12392820769530338,Density,Curve 93,linear,Length 300
0,0.11858145548568244,Torsion,Curve 94,max,Length 300
1,-0.07693255929822017,Curvature,Curve 94,max,Length 300
2,0.1871834524933746,Density,Curve 94,max,Length 300
0,0.06446433605261805,Torsion,Curve 94,linear,Length 300
1,-0.06415398644579884,Curvature,Curve 94,linear,Length 300
2,0.017733944000089687,Density,Curve 94,linear,Length 300
0,-0.08805178237440614,Torsion,Curve 95,max,Length 300
1,-0.13101854650233818,Curvature,Curve 95,max,Length 300
2,0.339248596793095,Density,Curve 95,max,Length 300
0,-0.02062608033290028,Torsion,Curve 95,linear,Length 300
1,-0.03971026543787679,Curvature,Curve 95,linear,Length 300
2,0.18925815588949332,Density,Curve 95,linear,Length 300
0,0.08687219050465139,Torsion,Curve 96,max,Length 300
1,-0.09392844625028768,Curvature,Curve 96,max,Length 300
2,0.26895581207953145,Density,Curve 96,max,Length 300
0,0.029182979796004947,Torsion,Curve 96,linear,Length 300
1,-0.07959177505384449,Curvature,Curve 96,linear,Length 300
2,0.14689340676150578,Density,Curve 96,linear,Length 300
0,0.14966234724819663,Torsion,Curve 97,max,Length 300
1,-0.13603020735294014,Curvature,Curve 97,max,Length 300
2,0.30583508965727574,Density,Curve 97,max,Length 300
0,0.15327117545372032,Torsion,Curve 97,linear,Length 300
1,-0.08761276939841031,Curvature,Curve 97,linear,Length 300
2,-0.10160433260931989,Density,Curve 97,linear,Length 300
0,0.029748458178928388,Torsion,Curve 98,max,Length 300
1,-0.07435728188252781,Curvature,Curve 98,max,Length 300
2,0.0799907521626916,Density,Curve 98,max,Length 300
0,0.06166470303434643,Torsion,Curve 98,linear,Length 300
1,-0.0587939769508965,Curvature,Curve 98,linear,Length 300
2,0.011842268394716374,Density,Curve 98,linear,Length 300
0,0.03381656113217332,Torsion,Curve 99,max,Length 300
1,-0.004286343037269723,Curvature,Curve 99,max,Length 300
2,0.14091142648850882,Density,Curve 99,max,Length 300
0,-0.03201410754520148,Torsion,Curve 99,linear,Length 300
1,0.03453142709593097,Curvature,Curve 99,linear,Length 300
2,-0.12778618640318776,Density,Curve 99,linear,Length 300
0,0.004821455942488874,Torsion,Curve 100,max,Length 300
1,-0.14731972707078478,Curvature,Curve 100,max,Length 300
2,0.15974182183313138,Density,Curve 100,max,Length 300
0,0.02101927899901064,Torsion,Curve 100,linear,Length 300
1,-0.04020151334410799,Curvature,Curve 100,linear,Length 300
2,-0.17927583270527495,Density,Curve 100,linear,Length 300
0,0.013426961981703634,Torsion,Curve 101,max,Length 300
1,-0.16854551158934913,Curvature,Curve 101,max,Length 300
2,0.2356579560658263,Density,Curve 101,max,Length 300
0,0.03151598010631485,Torsion,Curve 101,linear,Length 300
1,-0.06334251383421258,Curvature,Curve 101,linear,Length 300
2,0.11255885265419022,Density,Curve 101,linear,Length 300
0,0.10122863858223019,Torsion,Curve 102,max,Length 300
1,-0.17992298778639676,Curvature,Curve 102,max,Length 300
2,-0.012412122545412815,Density,Curve 102,max,Length 300
0,0.07096960166950593,Torsion,Curve 102,linear,Length 300
1,-0.05616122311862967,Curvature,Curve 102,linear,Length 300
2,-0.22530981118464014,Density,Curve 102,linear,Length 300
0,0.10660026254483784,Torsion,Curve 103,max,Length 300
1,-0.10557969348541678,Curvature,Curve 103,max,Length 300
2,-0.014666025813416127,Density,Curve 103,max,Length 300
0,0.1136478957707122,Torsion,Curve 103,linear,Length 300
1,-0.0926016574491214,Curvature,Curve 103,linear,Length 300
2,-0.38394662060907175,Density,Curve 103,linear,Length 300
0,0.022657817360151527,Torsion,Curve 104,max,Length 300
1,-0.15425822019041957,Curvature,Curve 104,max,Length 300
2,0.1666307027426229,Density,Curve 104,max,Length 300
0,0.060797409190910014,Torsion,Curve 104,linear,Length 300
1,-0.016557188855888524,Curvature,Curve 104,linear,Length 300
2,-0.2626741282712795,Density,Curve 104,linear,Length 300
0,0.23994183165963287,Torsion,Curve 105,max,Length 300
1,-0.18624606417367193,Curvature,Curve 105,max,Length 300
2,0.19951628044796815,Density,Curve 105,max,Length 300
0,0.16989403452283397,Torsion,Curve 105,linear,Length 300
1,-0.10330953031292495,Curvature,Curve 105,linear,Length 300
2,-0.12701522269345245,Density,Curve 105,linear,Length 300
0,-0.06323612818070658,Torsion,Curve 106,max,Length 300
1,-0.09350652514658912,Curvature,Curve 106,max,Length 300
2,0.25287816600198,Density,Curve 106,max,Length 300
0,-0.03846386988326666,Torsion,Curve 106,linear,Length 300
1,-0.06382724944731259,Curvature,Curve 106,linear,Length 300
2,-0.11778432444179134,Density,Curve 106,linear,Length 300
0,0.08358057582405934,Torsion,Curve 107,max,Length 300
1,-0.13270885680775982,Curvature,Curve 107,max,Length 300
2,0.21436028074167093,Density,Curve 107,max,Length 300
0,0.11473643569000377,Torsion,Curve 107,linear,Length 300
1,-0.028834163526693112,Curvature,Curve 107,linear,Length 300
2,-0.15914755480350282,Density,Curve 107,linear,Length 300
0,-0.014744925098173794,Torsion,Curve 108,max,Length 300
1,0.015036243319733389,Curvature,Curve 108,max,Length 300
2,-0.08701596207727741,Density,Curve 108,max,Length 300
0,0.03306116991429602,Torsion,Curve 108,linear,Length 300
1,0.08137413458083147,Curvature,Curve 108,linear,Length 300
2,-0.13077131142419882,Density,Curve 108,linear,Length 300
0,0.15033210185898874,Torsion,Curve 109,max,Length 300
1,-0.03830274238301712,Curvature,Curve 109,max,Length 300
2,0.4341138555414263,Density,Curve 109,max,Length 300
0,0.05272514047596933,Torsion,Curve 109,linear,Length 300
1,-0.037369416518955076,Curvature,Curve 109,linear,Length 300
