,Correlations,Quantity,Name,Length
2059,-0.0882953483309731,Curvature,Curve 143,Length 200
2060,0.1590598046020672,Density,Curve 143,Length 200
2064,0.1215554138060943,Torsion,Curve 144,Length 200
2065,-0.1509813296526327,Curvature,Curve 144,Length 200
2066,0.3208799738431394,Density,Curve 144,Length 200
2070,0.0412495837174622,Torsion,Curve 145,Length 200
2071,-0.1817926104944504,Curvature,Curve 145,Length 200
2072,0.4744385997759952,Density,Curve 145,Length 200
2076,0.1286524238761692,Torsion,Curve 146,Length 200
2077,-0.1209177923115693,Curvature,Curve 146,Length 200
2078,0.2643813225799017,Density,Curve 146,Length 200
2082,-0.0338361609622639,Torsion,Curve 147,Length 200
2083,-0.070360831833112,Curvature,Curve 147,Length 200
2084,0.4767518748873256,Density,Curve 147,Length 200
2088,0.1318774486166277,Torsion,Curve 148,Length 200
2089,-0.0959023765228236,Curvature,Curve 148,Length 200
2090,0.1336120894196266,Density,Curve 148,Length 200
2094,0.1317364296052718,Torsion,Curve 149,Length 200
2095,-0.2078749774913452,Curvature,Curve 149,Length 200
2096,0.4434617751889666,Density,Curve 149,Length 200
2100,0.1361842991136615,Torsion,Curve 150,Length 200
2101,-0.0686384867528406,Curvature,Curve 150,Length 200
2102,0.1418502776728329,Density,Curve 150,Length 200
2106,0.1592807650909487,Torsion,Curve 151,Length 200
2107,-0.1179088181747489,Curvature,Curve 151,Length 200
2108,0.5322485592134814,Density,Curve 151,Length 200
2112,0.0709620083351911,Torsion,Curve 152,Length 200
2113,-0.1594603585439002,Curvature,Curve 152,Length 200
2114,0.3501374179495813,Density,Curve 152,Length 200
2118,0.1394031434851891,Torsion,Curve 153,Length 200
2119,-0.162209804800567,Curvature,Curve 153,Length 200
2120,0.3059044040261043,Density,Curve 153,Length 200
2124,0.1721510783046996,Torsion,Curve 154,Length 200
2125,-0.1345931817606987,Curvature,Curve 154,Length 200
2126,0.2454529454166565,Density,Curve 154,Length 200
2130,0.1730828927956693,Torsion,Curve 155,Length 200
2131,-0.2211501370105041,Curvature,Curve 155,Length 200
2132,0.0772752062656154,Density,Curve 155,Length 200
2136,0.1904272945425744,Torsion,Curve 156,Length 200
2137,-0.1761391542022509,Curvature,Curve 156,Length 200
2138,0.1935977102852201,Density,Curve 156,Length 200
2142,0.0015138867911115,Torsion,Curve 157,Length 200
2143,-0.1172608406463877,Curvature,Curve 157,Length 200
2144,0.4109667153178652,Density,Curve 157,Length 200
2148,0.2199448787429485,Torsion,Curve 158,Length 200
2149,-0.1430821265504269,Curvature,Curve 158,Length 200
2150,0.1772906694932582,Density,Curve 158,Length 200
2154,0.1716835330358479,Torsion,Curve 159,Length 200
2155,-0.2078024903051334,Curvature,Curve 159,Length 200
2156,0.2453092776594647,Density,Curve 159,Length 200
2160,0.1493672677262363,Torsion,Curve 160,Length 200
2161,-0.1456172455158912,Curvature,Curve 160,Length 200
2162,-0.2556300315693044,Density,Curve 160,Length 200
2166,0.0402003500673396,Torsion,Curve 161,Length 200
2167,-0.0566171697713278,Curvature,Curve 161,Length 200
2168,0.6054481853658876,Density,Curve 161,Length 200
2172,0.0834392434118048,Torsion,Curve 162,Length 200
2173,-0.0249294022700441,Curvature,Curve 162,Length 200
2174,0.4831381167366809,Density,Curve 162,Length 200
2178,-0.0156249954358782,Torsion,Curve 163,Length 200
2179,-0.072564908747706,Curvature,Curve 163,Length 200
2180,0.3056372719176375,Density,Curve 163,Length 200
2184,0.1363118068964646,Torsion,Curve 164,Length 200
2185,-0.0807564516671668,Curvature,Curve 164,Length 200
2186,0.4007664860458345,Density,Curve 164,Length 200
2190,0.1363422689751917,Torsion,Curve 165,Length 200
2191,-0.0404598065088003,Curvature,Curve 165,Length 200
2192,0.5077830606661811,Density,Curve 165,Length 200
2196,0.0792547824363167,Torsion,Curve 166,Length 200
2197,-0.0282317977196559,Curvature,Curve 166,Length 200
2198,0.2585268145192734,Density,Curve 166,Length 200
2202,0.0268557842748278,Torsion,Curve 167,Length 200
2203,-0.0790760410714903,Curvature,Curve 167,Length 200
2204,0.5058797524537862,Density,Curve 167,Length 200
2208,0.0734373406322927,Torsion,Curve 168,Length 200
2209,-0.0828050326332142,Curvature,Curve 168,Length 200
2210,0.3680100532891883,Density,Curve 168,Length 200
2214,0.2692891350660755,Torsion,Curve 169,Length 200
2215,-0.238552360046807,Curvature,Curve 169,Length 200
2216,0.1809439713401183,Density,Curve 169,Length 200
2220,0.0111745205412377,Torsion,Curve 170,Length 200
2221,-0.2112473090655735,Curvature,Curve 170,Length 200
2222,0.2390186960813561,Density,Curve 170,Length 200
2226,-0.0901548765178292,Torsion,Curve 171,Length 200
2227,-0.1594040838647967,Curvature,Curve 171,Length 200
2228,0.3131464585606662,Density,Curve 171,Length 200
2232,-0.0879110831621376,Torsion,Curve 172,Length 200
2233,-0.0736777446258087,Curvature,Curve 172,Length 200
2234,0.4361743172292927,Density,Curve 172,Length 200
2238,-0.0431476474996491,Torsion,Curve 173,Length 200
2239,-0.1366245292186526,Curvature,Curve 173,Length 200
2240,0.5806410638069588,Density,Curve 173,Length 200
2244,-0.0040226001643012,Torsion,Curve 174,Length 200
2245,-0.111639220080831,Curvature,Curve 174,Length 200
2246,0.267686097734597,Density,Curve 174,Length 200
2250,-0.0242722672802394,Torsion,Curve 175,Length 200
2251,-0.1918254381551609,Curvature,Curve 175,Length 200
2252,0.3355310793757209,Density,Curve 175,Length 200
2256,0.1645169551687242,Torsion,Curve 176,Length 200
2257,-0.1978248060144545,Curvature,Curve 176,Length 200
2258,0.39149998783059,Density,Curve 176,Length 200
2262,0.1788874274590239,Torsion,Curve 177,Length 200
2263,-0.1500554495545788,Curvature,Curve 177,Length 200
2264,0.3618520341397048,Density,Curve 177,Length 200
2268,0.1506617745539815,Torsion,Curve 178,Length 200
2269,-0.2383590339895994,Curvature,Curve 178,Length 200
2270,-0.0484944682786034,Density,Curve 178,Length 200
2274,0.0046905452702812,Torsion,Curve 179,Length 200
2275,-0.1502403508185214,Curvature,Curve 179,Length 200
2276,0.4962229775163275,Density,Curve 179,Length 200
2280,0.2161595909186595,Torsion,Curve 180,Length 200
2281,-0.2504593671030388,Curvature,Curve 180,Length 200
2282,0.097639096166151,Density,Curve 180,Length 200
2286,0.0737079264196312,Torsion,Curve 181,Length 200
2287,-0.1552446832140352,Curvature,Curve 181,Length 200
2288,0.4516004975520922,Density,Curve 181,Length 200
2292,0.167115963860511,Torsion,Curve 182,Length 200
2293,-0.1338778343079994,Curvature,Curve 182,Length 200
2294,0.0018741258648719,Density,Curve 182,Length 200
2298,0.0416385417201468,Torsion,Curve 183,Length 200
2299,-0.1927088923282462,Curvature,Curve 183,Length 200
2300,0.3425792502059185,Density,Curve 183,Length 200
2304,0.1227148112666711,Torsion,Curve 184,Length 200
2305,-0.197050567278211,Curvature,Curve 184,Length 200
2306,0.315020265166591,Density,Curve 184,Length 200
2310,0.098275433445728,Torsion,Curve 185,Length 200
2311,-0.1624358089063135,Curvature,Curve 185,Length 200
2312,0.1879266678054503,Density,Curve 185,Length 200
2316,0.0366241458672568,Torsion,Curve 186,Length 200
2317,-0.1760780117960854,Curvature,Curve 186,Length 200
2318,0.466620802446991,Density,Curve 186,Length 200
2322,0.1392109540116944,Torsion,Curve 187,Length 200
2323,-0.1800260090695156,Curvature,Curve 187,Length 200
2324,0.2055946195090319,Density,Curve 187,Length 200
2328,0.0862774884863353,Torsion,Curve 188,Length 200
2329,-0.1519468587882999,Curvature,Curve 188,Length 200
2330,0.4975826391780532,Density,Curve 188,Length 200
2334,0.0925129984439118,Torsion,Curve 189,Length 200
2335,-0.2580091133211326,Curvature,Curve 189,Length 200
2336,0.4810433164810491,Density,Curve 189,Length 200
2340,0.1088073771262717,Torsion,Curve 190,Length 200
2341,-0.2612646854930984,Curvature,Curve 190,Length 200
2342,0.2609651108517625,Density,Curve 190,Length 200
2346,0.1564470747033204,Torsion,Curve 191,Length 200
2347,-0.092068782403637,Curvature,Curve 191,Length 200
2348,0.116273841214828,Density,Curve 191,Length 200
2352,0.0645023329336386,Torsion,Curve 192,Length 200
2353,0.052781263361167,Curvature,Curve 192,Length 200
2354,0.238575963018166,Density,Curve 192,Length 200
2358,0.1732052394992516,Torsion,Curve 193,Length 200
2359,-0.1354036691639225,Curvature,Curve 193,Length 200
2360,0.2781607571574809,Density,Curve 193,Length 200
2364,0.0773045977164064,Torsion,Curve 194,Length 200
2365,-0.1494400566991731,Curvature,Curve 194,Length 200
2366,0.2076937944095482,Density,Curve 194,Length 200
2370,0.0591618736652957,Torsion,Curve 195,Length 200
2371,-0.091580438396286,Curvature,Curve 195,Length 200
2372,0.4677925390578579,Density,Curve 195,Length 200
2376,0.1651943064481483,Torsion,Curve 196,Length 200
2377,-0.2793551801667913,Curvature,Curve 196,Length 200
2378,0.3772141172073998,Density,Curve 196,Length 200
2382,0.0557275377383573,Torsion,Curve 197,Length 200
2383,-0.1562746142743095,Curvature,Curve 197,Length 200
2384,0.0637082761993498,Density,Curve 197,Length 200
2388,0.1521532196069539,Torsion,Curve 198,Length 200
2389,-0.1636714775089262,Curvature,Curve 198,Length 200
2390,0.3584147614679299,Density,Curve 198,Length 200
2394,0.2034623885749977,Torsion,Curve 199,Length 200
2395,-0.1531086126193956,Curvature,Curve 199,Length 200
2396,0.3340876024348925,Density,Curve 199,Length 200
2400,-0.1093666724636696,Torsion,Curve 0,Length 300
2401,-0.1220912459987149,Curvature,Curve 0,Length 300
2402,0.490199043263883,Density,Curve 0,Length 300
2406,0.0587399982328894,Torsion,Curve 1,Length 300
2407,0.0252063610266218,Curvature,Curve 1,Length 300
2408,0.3004068804111172,Density,Curve 1,Length 300
2412,0.1372467232834033,Torsion,Curve 2,Length 300
2413,-0.0906285587291913,Curvature,Curve 2,Length 300
2414,-0.0610004955587963,Density,Curve 2,Length 300
2418,0.0582585710779756,Torsion,Curve 3,Length 300
2419,-0.140037553545428,Curvature,Curve 3,Length 300
2420,0.3702307309496483,Density,Curve 3,Length 300
2424,0.0838079958903898,Torsion,Curve 4,Length 300
2425,-0.1373343344292543,Curvature,Curve 4,Length 300
2426,0.3130698299398798,Density,Curve 4,Length 300
2430,0.1501988608923027,Torsion,Curve 5,Length 300
2431,-0.1865126288003717,Curvature,Curve 5,Length 300
2432,0.2141693084292432,Density,Curve 5,Length 300
2436,0.1058704575835179,Torsion,Curve 6,Length 300
2437,-0.1276644920181879,Curvature,Curve 6,Length 300
2438,0.5943101514440069,Density,Curve 6,Length 300
2442,0.1137430992246171,Torsion,Curve 7,Length 300
2443,-0.1889875974477222,Curvature,Curve 7,Length 300
2444,0.2401306133314653,Density,Curve 7,Length 300
2448,0.1477071311730906,Torsion,Curve 8,Length 300
2449,-0.132936468122368,Curvature,Curve 8,Length 300
2450,0.357644342711823,Density,Curve 8,Length 300
2454,0.0856909008292203,Torsion,Curve 9,Length 300
2455,-0.0722187274675081,Curvature,Curve 9,Length 300
2456,0.2452654211457852,Density,Curve 9,Length 300
2460,0.08882571641751,Torsion,Curve 10,Length 300
2461,-0.108509988093704,Curvature,Curve 10,Length 300
2462,0.5996008407821004,Density,Curve 10,Length 300
2466,0.2141702114943626,Torsion,Curve 11,Length 300
2467,-0.1613970227479044,Curvature,Curve 11,Length 300
2468,0.3818413923800551,Density,Curve 11,Length 300
2472,0.156725113065414,Torsion,Curve 12,Length 300
2473,-0.1210410657314662,Curvature,Curve 12,Length 300
2474,0.2855165153180816,Density,Curve 12,Length 300
2478,0.0923862432158853,Torsion,Curve 13,Length 300
2479,-0.1525885185939946,Curvature,Curve 13,Length 300
2480,0.4250102327290369,Density,Curve 13,Length 300
2484,0.0992961439733824,Torsion,Curve 14,Length 300
2485,-0.0572014302466974,Curvature,Curve 14,Length 300
2486,0.4480625301180442,Density,Curve 14,Length 300
2490,0.1112892958179153,Torsion,Curve 15,Length 300
2491,-0.1987221685656147,Curvature,Curve 15,Length 300
2492,0.3285715305712731,Density,Curve 15,Length 300
2496,0.0737052980958937,Torsion,Curve 16,Length 300
2497,-0.14664552648395,Curvature,Curve 16,Length 300
2498,0.0666157533249537,Density,Curve 16,Length 300
2502,0.1004044555230306,Torsion,Curve 17,Length 300
2503,-0.1426451659545616,Curvature,Curve 17,Length 300
2504,0.1103150098537681,Density,Curve 17,Length 300
2508,0.0108976855906208,Torsion,Curve 18,Length 300
2509,-0.1241270433876741,Curvature,Curve 18,Length 300
2510,0.2175466031829447,Density,Curve 18,Length 300
2514,0.2084005593907484,Torsion,Curve 19,Length 300
2515,-0.1856905205213269,Curvature,Curve 19,Length 300
2516,0.1864176650370473,Density,Curve 19,Length 300
2520,0.0887479944756842,Torsion,Curve 20,Length 300
2521,0.0447145707117435,Curvature,Curve 20,Length 300
2522,0.355483094132875,Density,Curve 20,Length 300
2526,0.0384244021599957,Torsion,Curve 21,Length 300
2527,-0.049134765801735,Curvature,Curve 21,Length 300
2528,0.3152263151481644,Density,Curve 21,Length 300
2532,0.0828390349280815,Torsion,Curve 22,Length 300
2533,-0.0633033063882689,Curvature,Curve 22,Length 300
2534,0.2338403002639002,Density,Curve 22,Length 300
2538,0.0087441427480536,Torsion,Curve 23,Length 300
2539,-0.1629815337901999,Curvature,Curve 23,Length 300
2540,0.1082519051556427,Density,Curve 23,Length 300
2544,0.1176997022820115,Torsion,Curve 24,Length 300
2545,-0.0543295313284472,Curvature,Curve 24,Length 300
2546,0.2463496150497346,Density,Curve 24,Length 300
2550,0.118803295988773,Torsion,Curve 25,Length 300
2551,-0.1120150846613743,Curvature,Curve 25,Length 300
2552,0.2295905397424447,Density,Curve 25,Length 300
2556,0.2133037817421262,Torsion,Curve 26,Length 300
2557,-0.1619817735944271,Curvature,Curve 26,Length 300
2558,0.0676867656054452,Density,Curve 26,Length 300
2562,0.0135488711029771,Torsion,Curve 27,Length 300
2563,-0.1473436458744363,Curvature,Curve 27,Length 300
2564,0.3297255456355299,Density,Curve 27,Length 300
2568,0.1796197176476726,Torsion,Curve 28,Length 300
2569,-0.1820445287499363,Curvature,Curve 28,Length 300
2570,0.145620247983748,Density,Curve 28,Length 300
2574,0.1654134437270324,Torsion,Curve 29,Length 300
2575,-0.1837014986268983,Curvature,Curve 29,Length 300
2576,0.2601861240159611,Density,Curve 29,Length 300
2580,0.1020935436793197,Torsion,Curve 30,Length 300
2581,-0.0688337595435909,Curvature,Curve 30,Length 300
2582,0.2396512566022055,Density,Curve 30,Length 300
2586,0.051672548283567,Torsion,Curve 31,Length 300
2587,0.0036562996797243,Curvature,Curve 31,Length 300
2588,0.499761935799641,Density,Curve 31,Length 300
2592,0.0630230314748054,Torsion,Curve 32,Length 300
2593,-0.0306674004767317,Curvature,Curve 32,Length 300
2594,0.4366083595865054,Density,Curve 32,Length 300
2598,0.0915280914144276,Torsion,Curve 33,Length 300
2599,-0.2195530698625833,Curvature,Curve 33,Length 300
2600,0.3032332748130298,Density,Curve 33,Length 300
2604,0.1322857501945054,Torsion,Curve 34,Length 300
2605,-0.1601850138773233,Curvature,Curve 34,Length 300
2606,0.4601522118639387,Density,Curve 34,Length 300
2610,0.1053913342138006,Torsion,Curve 35,Length 300
2611,-0.1798061751135888,Curvature,Curve 35,Length 300
2612,0.3154111447373703,Density,Curve 35,Length 300
2616,0.138456302063549,Torsion,Curve 36,Length 300
2617,-0.1311455766526582,Curvature,Curve 36,Length 300
2618,0.2645764884837149,Density,Curve 36,Length 300
2622,0.1300819497213449,Torsion,Curve 37,Length 300
2623,-0.0731609512150443,Curvature,Curve 37,Length 300
2624,0.2214032753231042,Density,Curve 37,Length 300
2628,0.0319673032589689,Torsion,Curve 38,Length 300
2629,-0.0377438858283011,Curvature,Curve 38,Length 300
2630,0.4827807623307212,Density,Curve 38,Length 300
2634,0.1540863862863219,Torsion,Curve 39,Length 300
2635,-0.270365634934796,Curvature,Curve 39,Length 300
2636,0.2037223851738988,Density,Curve 39,Length 300
2640,0.0834440458082871,Torsion,Curve 40,Length 300
2641,-0.1145474257611064,Curvature,Curve 40,Length 300
2642,0.2745843242283878,Density,Curve 40,Length 300
2646,-0.0124649550906711,Torsion,Curve 41,Length 300
2647,-0.0822385360282935,Curvature,Curve 41,Length 300
2648,0.349378805241379,Density,Curve 41,Length 300
2652,0.1491981955525171,Torsion,Curve 42,Length 300
2653,-0.1872291559101266,Curvature,Curve 42,Length 300
2654,0.287779300396038,Density,Curve 42,Length 300
2658,0.0740672831659619,Torsion,Curve 43,Length 300
2659,-0.0040896536403839,Curvature,Curve 43,Length 300
2660,0.3143245254857666,Density,Curve 43,Length 300
2664,0.1359424847630617,Torsion,Curve 44,Length 300
2665,-0.174837816665701,Curvature,Curve 44,Length 300
2666,0.2940261544743267,Density,Curve 44,Length 300
2670,0.1545066448338999,Torsion,Curve 45,Length 300
2671,-0.1638278633947358,Curvature,Curve 45,Length 300
2672,0.2699491974361115,Density,Curve 45,Length 300
2676,-0.0096011434062526,Torsion,Curve 46,Length 300
2677,0.0310014330611434,Curvature,Curve 46,Length 300
2678,0.3579068215526109,Density,Curve 46,Length 300
2682,0.1373149609318841,Torsion,Curve 47,Length 300
2683,-0.0527474226875135,Curvature,Curve 47,Length 300
2684,0.2308688327006821,Density,Curve 47,Length 300
2688,0.1484709753413962,Torsion,Curve 48,Length 300
2689,-0.1803736953377265,Curvature,Curve 48,Length 300
2690,0.2323877804814087,Density,Curve 48,Length 300
2694,-0.0867976390847357,Torsion,Curve 49,Length 300
2695,-0.140776613853176,Curvature,Curve 49,Length 300
2696,0.3602366464017923,Density,Curve 49,Length 300
2700,0.0057883103796662,Torsion,Curve 50,Length 300
2701,-0.1007751034077724,Curvature,Curve 50,Length 300
2702,0.2618398101544174,Density,Curve 50,Length 300
2706,0.1269217158322971,Torsion,Curve 51,Length 300
2707,-0.2447999955780445,Curvature,Curve 51,Length 300
2708,0.2267254045183962,Density,Curve 51,Length 300
2712,0.041130883010577,Torsion,Curve 52,Length 300
2713,-0.0610084664766719,Curvature,Curve 52,Length 300
2714,0.0975321802983805,Density,Curve 52,Length 300
2718,-0.1122535691261753,Torsion,Curve 53,Length 300
2719,-0.1271242325250007,Curvature,Curve 53,Length 300
2720,0.3825990243703756,Density,Curve 53,Length 300
2724,0.1237604720661305,Torsion,Curve 54,Length 300
2725,-0.1607258272505201,Curvature,Curve 54,Length 300
2726,0.1291168579859647,Density,Curve 54,Length 300
2730,0.0432685549232968,Torsion,Curve 55,Length 300
2731,-0.1453599102365564,Curvature,Curve 55,Length 300
2732,0.1840213640739059,Density,Curve 55,Length 300
2736,-0.0041110112989446,Torsion,Curve 56,Length 300
2737,-0.1705608137582929,Curvature,Curve 56,Length 300
2738,0.2233496772089288,Density,Curve 56,Length 300
2742,-0.0251039464050501,Torsion,Curve 57,Length 300
2743,-0.1442603120453134,Curvature,Curve 57,Length 300
2744,0.4176621262184798,Density,Curve 57,Length 300
2748,0.1514889177449561,Torsion,Curve 58,Length 300
2749,-0.0254183257975235,Curvature,Curve 58,Length 300
2750,0.1385214253193418,Density,Curve 58,Length 300
2754,0.0820125978877879,Torsion,Curve 59,Length 300
2755,-0.1627154878870345,Curvature,Curve 59,Length 300
2756,0.1635861853606297,Density,Curve 59,Length 300
2760,0.1676377746956066,Torsion,Curve 60,Length 300
2761,-0.0926458837599696,Curvature,Curve 60,Length 300
2762,0.4185718994005173,Density,Curve 60,Length 300
2766,0.0594145843560422,Torsion,Curve 61,Length 300
2767,-0.0665919844824959,Curvature,Curve 61,Length 300
2768,0.2429490410601137,Density,Curve 61,Length 300
2772,0.0847906451106387,Torsion,Curve 62,Length 300
2773,-0.1294396747179023,Curvature,Curve 62,Length 300
2774,0.2166448040420351,Density,Curve 62,Length 300
2778,0.08900800986521,Torsion,Curve 63,Length 300
2779,-0.0578948880926967,Curvature,Curve 63,Length 300
2780,0.2344431131864009,Density,Curve 63,Length 300
2784,0.1180041677864275,Torsion,Curve 64,Length 300
2785,-0.1887857089601247,Curvature,Curve 64,Length 300
2786,0.2114259478301925,Density,Curve 64,Length 300
2790,0.0786697723720923,Torsion,Curve 65,Length 300
2791,-0.0445635575116986,Curvature,Curve 65,Length 300
2792,0.322433728383923,Density,Curve 65,Length 300
2796,0.1356102660037823,Torsion,Curve 66,Length 300
2797,-0.1598245721570716,Curvature,Curve 66,Length 300
2798,0.1552444402301928,Density,Curve 66,Length 300
2802,0.0590747039762978,Torsion,Curve 67,Length 300
2803,-0.1116562397751289,Curvature,Curve 67,Length 300
2804,0.2482828915284987,Density,Curve 67,Length 300
2808,0.0539125424077247,Torsion,Curve 68,Length 300
2809,-0.1149230671242631,Curvature,Curve 68,Length 300
2810,0.1191999019077985,Density,Curve 68,Length 300
2814,0.0876050548750001,Torsion,Curve 69,Length 300
2815,-0.1566907295685969,Curvature,Curve 69,Length 300
2816,0.1359163888014335,Density,Curve 69,Length 300
2820,0.1846639732520748,Torsion,Curve 70,Length 300
2821,-0.1077307051590486,Curvature,Curve 70,Length 300
2822,0.2499024056200854,Density,Curve 70,Length 300
2826,0.1108908297965504,Torsion,Curve 71,Length 300
2827,-0.0297111180210911,Curvature,Curve 71,Length 300
2828,0.3565071253499128,Density,Curve 71,Length 300
2832,0.1077556998035498,Torsion,Curve 72,Length 300
2833,0.0324165779761142,Curvature,Curve 72,Length 300
2834,0.2145370396483776,Density,Curve 72,Length 300
2838,0.1458218604989335,Torsion,Curve 73,Length 300
2839,-0.0592048437965194,Curvature,Curve 73,Length 300
2840,0.4150019303500789,Density,Curve 73,Length 300
2844,0.1709308155228304,Torsion,Curve 74,Length 300
2845,-0.2400412965418924,Curvature,Curve 74,Length 300
2846,0.2298027830732799,Density,Curve 74,Length 300
2850,0.1931545472806784,Torsion,Curve 75,Length 300
2851,-0.0490903636460431,Curvature,Curve 75,Length 300
2852,0.1444800111310099,Density,Curve 75,Length 300
2856,0.0965025886367917,Torsion,Curve 76,Length 300
2857,0.028385232928623,Curvature,Curve 76,Length 300
2858,0.3844063390539454,Density,Curve 76,Length 300
2862,0.1417596353877956,Torsion,Curve 77,Length 300
2863,-0.2500878252964922,Curvature,Curve 77,Length 300
2864,0.1659901195540445,Density,Curve 77,Length 300
2868,0.0910482449616332,Torsion,Curve 78,Length 300
2869,-0.0708706460250669,Curvature,Curve 78,Length 300
2870,0.4601205989284004,Density,Curve 78,Length 300
2874,0.0741946082508169,Torsion,Curve 79,Length 300
2875,-0.0971625373964359,Curvature,Curve 79,Length 300
2876,0.478698570216276,Density,Curve 79,Length 300
2880,-0.0352345388748405,Torsion,Curve 80,Length 300
2881,-0.1361718243890754,Curvature,Curve 80,Length 300
2882,0.5224323220886783,Density,Curve 80,Length 300
2886,0.1079242156952454,Torsion,Curve 81,Length 300
2887,-0.2128771642225902,Curvature,Curve 81,Length 300
2888,0.1797440017521105,Density,Curve 81,Length 300
2892,0.1420915055021603,Torsion,Curve 82,Length 300
2893,-0.247734102165773,Curvature,Curve 82,Length 300
2894,0.174178902192244,Density,Curve 82,Length 300
2898,0.1802471586726681,Torsion,Curve 83,Length 300
2899,-0.1707367507507342,Curvature,Curve 83,Length 300
2900,0.3267417766710786,Density,Curve 83,Length 300
2904,0.0927379592814214,Torsion,Curve 84,Length 300
2905,-0.1279093187719179,Curvature,Curve 84,Length 300
2906,0.2664445585573373,Density,Curve 84,Length 300
2910,0.0269669987028749,Torsion,Curve 85,Length 300
2911,-0.1420579263759721,Curvature,Curve 85,Length 300
2912,0.2708318516792182,Density,Curve 85,Length 300
2916,0.0398428230125692,Torsion,Curve 86,Length 300
2917,-0.1528777254705004,Curvature,Curve 86,Length 300
2918,0.4534521766100442,Density,Curve 86,Length 300
2922,0.0074954663694327,Torsion,Curve 87,Length 300
2923,-0.1244629382799276,Curvature,Curve 87,Length 300
2924,0.3670231146087187,Density,Curve 87,Length 300
2928,0.1396201942586787,Torsion,Curve 88,Length 300
2929,-0.1622705039220859,Curvature,Curve 88,Length 300
2930,0.144034942515073,Density,Curve 88,Length 300
2934,0.0685154778747278,Torsion,Curve 89,Length 300
2935,-0.1846995977572615,Curvature,Curve 89,Length 300
2936,0.1389454927932816,Density,Curve 89,Length 300
2940,0.0110706862556901,Torsion,Curve 90,Length 300
2941,-0.1216692795899966,Curvature,Curve 90,Length 300
2942,0.4062781123836398,Density,Curve 90,Length 300
2946,0.1698336795493278,Torsion,Curve 91,Length 300
2947,-0.2849003086985965,Curvature,Curve 91,Length 300
2948,0.4242350559099456,Density,Curve 91,Length 300
2952,0.0409171098996897,Torsion,Curve 92,Length 300
2953,-0.1834755581715582,Curvature,Curve 92,Length 300
2954,0.5594419836885746,Density,Curve 92,Length 300
2958,0.1968333854601122,Torsion,Curve 93,Length 300
2959,-0.1256262288531636,Curvature,Curve 93,Length 300
2960,0.2339368942452492,Density,Curve 93,Length 300
2964,0.148124644411994,Torsion,Curve 94,Length 300
2965,-0.0780715016589422,Curvature,Curve 94,Length 300
2966,0.2984430391865895,Density,Curve 94,Length 300
2970,-0.0973283947184703,Torsion,Curve 95,Length 300
2971,-0.1231607790663626,Curvature,Curve 95,Length 300
2972,0.3836922692943287,Density,Curve 95,Length 300
2976,0.2196766994455976,Torsion,Curve 96,Length 300
2977,-0.1698410160179078,Curvature,Curve 96,Length 300
2978,0.2468701172249923,Density,Curve 96,Length 300
2982,0.0993468381645816,Torsion,Curve 97,Length 300
2983,-0.1445387931975031,Curvature,Curve 97,Length 300
2984,0.3802390004025975,Density,Curve 97,Length 300
2988,0.1649043997708717,Torsion,Curve 98,Length 300
2989,-0.1070932635242967,Curvature,Curve 98,Length 300
2990,0.2123945218649146,Density,Curve 98,Length 300
2994,0.103991014215722,Torsion,Curve 99,Length 300
2995,-0.0579123835483226,Curvature,Curve 99,Length 300
2996,0.2937173336399254,Density,Curve 99,Length 300
3000,0.0760801740914883,Torsion,Curve 100,Length 300
3001,-0.1529034263437691,Curvature,Curve 100,Length 300
3002,0.3608049384580226,Density,Curve 100,Length 300
3006,0.1781706491206163,Torsion,Curve 101,Length 300
3007,-0.1610144945114369,Curvature,Curve 101,Length 300
3008,0.2524408989454469,Density,Curve 101,Length 300
3012,0.1865891043895068,Torsion,Curve 102,Length 300
3013,-0.3002069355390723,Curvature,Curve 102,Length 300
3014,0.196011330054547,Density,Curve 102,Length 300
3018,0.1002126699854324,Torsion,Curve 103,Length 300
3019,-0.2256585701159922,Curvature,Curve 103,Length 300
3020,0.1628932851634841,Density,Curve 103,Length 300
3024,0.1342167436401291,Torsion,Curve 104,Length 300
3025,-0.2033415874668755,Curvature,Curve 104,Length 300
3026,0.3717164075306212,Density,Curve 104,Length 300
3030,0.2421712799419008,Torsion,Curve 105,Length 300
3031,-0.2414418242037898,Curvature,Curve 105,Length 300
3032,0.3287223403553597,Density,Curve 105,Length 300
3036,0.0998908737239646,Torsion,Curve 106,Length 300
3037,-0.1487055893053379,Curvature,Curve 106,Length 300
3038,0.3575948366313122,Density,Curve 106,Length 300
3042,0.1551814166723911,Torsion,Curve 107,Length 300
3043,-0.1560966160099211,Curvature,Curve 107,Length 300
3044,0.3417734181694207,Density,Curve 107,Length 300
3048,0.0735288167274993,Torsion,Curve 108,Length 300
3049,-0.0883715695798857,Curvature,Curve 108,Length 300
3050,0.2516091745740389,Density,Curve 108,Length 300
3054,0.1336352491361941,Torsion,Curve 109,Length 300
3055,-0.1407173541298828,Curvature,Curve 109,Length 300
3056,0.5688437953445744,Density,Curve 109,Length 300
3060,0.1808339368787957,Torsion,Curve 110,Length 300
3061,-0.0893627307448649,Curvature,Curve 110,Length 300
3062,0.1439685918345973,Density,Curve 110,Length 300
3066,0.0254268162968459,Torsion,Curve 111,Length 300
3067,-0.0610619836889085,Curvature,Curve 111,Length 300
3068,0.2726452877315862,Density,Curve 111,Length 300
